Valladolid;2166Y;Penafiel
Valladolid;2172Y;Sardon de Duero
Valladolid;2422;Valladolid
Valladolid;2503B;Olmedo, Deposito de Agua
Valladolid;2503X;Olmedo
Valladolid;2507Y;Rueda
Valladolid;2517A;Fuente el Sol
Valladolid;2593D;Villalon de Campos
Valladolid;2604B;Medina de Rioseco
Zamora;2536D;Morales del Toro
Zamora;2555B;Fuentesauco
Zamora;2611D;Villafafila
Zamora;2614;Zamora
Zamora;2755X;Benavente
Zamora;2766E;Sanabria, Robleda-Cervantes
Zamora;2775X;Villardeciervos
Zamora;2777K;Santibanez de Vidriales
Zamora;2789H;Pozuelo de Tabara
Zamora;2804F;Villadepera
Zamora;2882D;Penausende
Zamora;2885K;Fresno de Sayago
Zamora;2966D;Alcanices
Zaragoza;9244X;Sos del Rey Catolico
Zaragoza;9299X;Tarazona
Zaragoza;9321X;Ejea de los Caballeros
Zaragoza;9336D;Castejon de Valdejasa
Zaragoza;9354X;Alhama de Aragon
Zaragoza;9390;Daroca
Zaragoza;9394X;Calatayud
Zaragoza;9427X;La Almunia de Dona Godina
Zaragoza;9434P;Zaragoza, Valdespartera
Zaragoza;9443V;Zaragoza, Canal
Zaragoza;9495Y;Lecinena
Zaragoza;9501X;Valmadrid
Zaragoza;9510X;Quinto
Zaragoza;9574X;Caspe
Zaragoza;9576C;Bujaraloz
